,index,0
13109,sharecoffee,1
13110,sharemusic,1
13111,sharefood,1
13112,thclass,2
13113,ennisbranch,1
13114,traleebranch,1
13115,happyreading,1
13116,variable,2
13117,fixlimerickparking,1
13118,kevinhyland,1
13119,thelawcouncil,1
13120,immigration,1
13121,breandanocaolla,1
13122,wellnessafterloss,1
13123,icverse,1
13124,diversification,1
13125,logical,3
13126,alteration,1
13127,nightingalehospital,1
13128,coursessummer,1
13129,irishmindfulnss,1
13130,reikiheale,1
13131,allontheboard,1
13132,familycouncil,1
13133,conefreypharmac,1
13134,addmidwestsupp,1
13135,howgmw,1
13136,queenofhealthie,1
13137,oonshogan,1
13138,roycesmummyzoe,1
13139,gryancoache,1
13140,eganaine,1
13141,zenlifeie,1
13142,yogaiireland,1
13143,sparkplugcoach,1
13144,mothermacspub,3
13145,inequality,1
13146,yellows,1
13147,crevasse,1
13148,cruisesstreetlimerick,1
13149,sileginnane,1
13150,classroom,11
13151,volleyball,1
13152,breakdance,1
13153,iskey,1
13154,shortage,2
13155,disgustingbehaviour,1
13156,reaon,1
13157,rings,1
13158,angelaschristmaswish,1
13159,cllrmcollin,4
13160,suirside,1
13161,dermotkeye,2
13162,shoplimerick,4
13163,limyouth,9
13164,youthworkchangeslive,2
13165,springclean,3
13166,gaalegend,1
13167,visionbooklaunch,1
13168,openspace,1
13169,openhouselimerick,1
13170,whodunit,3
13171,limerickedgembrace,2
13172,ywirl,9
13173,casually,1
13174,láirge,1
13175,readjustment,1
13176,lndr,1
13177,threatening,1
13178,cubic,1
13179,zirconias,1
13180,whitegold,1
13181,gofundme,2
13182,ltsp,2
13183,milfordlmkc,1
13184,parkinsonsmidwest,1
13185,bogthedonkey,1
13186,cooking,1
13187,dancefloor,1
13188,weddingdj,1
13189,corkdj,1
13190,teddunneentertainment,1
13191,publicpark,6
13192,munvsexe,1
13193,steinatwork,1
13194,lekledare,2
13195,från,4
13196,aktiiv,2
13197,måndagskväll,2
13198,fanns,2
13199,utan,2
13200,sparkat,2
13201,geten,2
13202,sobre,1
13203,viví,1
13204,partido,1
13205,opción,1
13206,estás,1
13207,visita,1
13208,calleschulman,1
13209,musik,1
13210,calle,3
13211,perfekt,1
13212,bara,1
13213,retweeta,1
13214,annar,1
13215,balle,1
13216,sparkas,1
13217,avais,1
13218,prévenu,1
13219,ciel,1
13220,bleu,2
13221,durerait,1
13222,snille,2
13223,bletchley,2
13224,fyllde,2
13225,hela,2
13226,funderingar,2
13227,kunde,2
13228,enigmas,2
13229,kodning,2
13230,éder,1
13231,giftideas,336
13232,betbright,4
13233,thirsk,5
13234,freebet,6
13235,erace,4
13236,goracing,4
13237,sacred,2
13238,clever,2
13239,sculptor,2
13240,classicdrive,1
13241,lisao,1
13242,laurenbeehan,1
13243,vroom,1
13244,disabilityfe,4
13245,seanlynchff,1
13246,wetherby,27
13247,politologue,1
13248,rugbyday,1
13249,capitallimerick,1
13250,winwithquinn,4
13251,southwell,15
13252,masters,2
13253,togetherwestand,2
13254,rbssixnation,2
13255,voluntary,2
13256,supplement,2
13257,cratloewood,5
13258,thingstodo,2
13259,loveparenting,1
13260,celebratedexperience,1
13261,wmof,2
13262,wmofirl,1
13263,popeinireland,1
13264,limkvcork,2
13265,anthonydaly,1
13266,sampauk,1
13267,massachusetts,1
13268,liammaccarthycup,2
13269,amhrán,1
13270,skysportgaa,1
13271,wicklowheather,1
13272,glendaloughdist,2
13273,gaaleinster,1
13274,greatly,2
13275,originating,1
13276,edible,6
13277,urbangarden,6
13278,beefriendly,2
13279,anpostvox,1
13280,navigate,3
13281,hopefoundation,2
13282,dfyb,2
13283,express,5
13284,preorder,2
13285,gloucesterrugby,1
13286,clondrinagh,1
13287,artemis,1
13288,raft,1
13289,falls,1
13290,mitchelstown,5
13291,ticketnew,3
13292,pizza,5
13293,pasta,1
13294,coqtail,1
13295,snowy,2
13296,claresenhurler,1
13297,gilla,3
13298,kallenelias,1
13299,chairty,1
13300,charlottekeogh,1
13301,pilate,4
13302,localhealth,1
13303,castletroyhealth,1
13304,risultati,2
13305,sabato,1
13306,kwisemanphoto,4
13307,padraigknowsgolf,9
13308,padraigmcgrath,9
13309,beyondeverything,9
13310,madhatter,1
13311,stormhannah,1
13312,cityintersect,2
13313,sway,1
13314,install,1
13315,hollow,1
13316,greenbay,1
13317,cheesehead,1
13318,cheesebra,1
13319,limerickculture,4
13320,visualart,2
13321,screendance,1
13322,perception,2
13323,downtown,1
13324,tadhg,1
13325,maid,1
13326,dome,1
13327,offense,1
13328,explode,1
13329,wshvshou,1
13330,baseballpoetry,2
13331,deficient,1
13332,vitamin,1
13333,chardonnay,1
13334,mandercronin,5
13335,tfiupdates,5
13336,differ,1
13337,documenting,1
13338,gavinjame,1
13339,firstly,2
13340,tracking,1
13341,retrieval,1
13342,doogz,1
13343,asics,1
13344,kebabish,1
13345,struggleiswheel,1
13346,towserwhelan,1
13347,wexfordcoco,2
13348,seanconnick,1
13349,spinalireland,1
13350,disabledparker,3
13351,rathvivian,1
13352,padraig,5
13353,visitnewross,1
13354,ramseycardy,1
13355,sportsfilesteve,1
13356,sportsfilebren,1
13357,iamclubdeise,1
13358,sashlab,1
13359,leonida,1
13360,drsgallagher,1
13361,aiscoss,1
13362,siobhangriff,1
13363,adamoriordan,1
13364,agenda,2
13365,newprofilepic,1
13366,profile,7
13367,merc,1
13368,nothingtodowithus,1
13369,swirl,1
13370,slapdashsat,4
13371,alien,2
13372,wearegaa,1
13373,whereweallbelong,1
13374,sportsbiz,1
13375,cyril,2
13376,ignore,18
13377,baile,1
13378,átha,1
13379,cliath,1
13380,tippstudie,1
13381,crocus,10
13382,bulbs,8
13383,gaisceaward,8
13384,bulbsforbee,1
13385,hookandladd,4
13386,entitle,13
13387,wank,1
13388,muffin,1
13389,youparklikeagowl,1
13390,johntreacy,1
13391,greenparkracecourse,1
13392,villierstown,1
13393,huggnote,1
13394,sparkcrowdfund,1
13395,weddingseason,3
13396,weddingparty,1
13397,principle,1
13398,thetourismspace,1
13399,comes,1
13400,bold,4
13401,mcgovern,1
13402,alvisio,1
13403,ville,4
13404,faugheen,1
13405,redelius,1
13406,massagot,1
13407,mezzanine,12
13408,ymrfc,3
13409,byrnee,1
13410,limkarchive,2
13411,boundless,1
13412,basis,3
13413,combat,3
13414,workplacewellbeing,1
13415,cyclistie,4
13416,sustran,2
13417,dungarvan,2
13418,pennywell,1
13419,boardroom,1
13420,ianmetis,1
13421,clonmelrfc,1
13422,clonmelchamber,1
13423,clonmelpark,3
13424,dillionstreet,1
13425,emulate,1
13426,stringer,1
13427,sclsalesie,1
13428,noeloconnor,1
13429,moneygall,1
13430,barackobama,1
13431,michelleobama,1
13432,feidir,1
13433,sclsale,1
13434,immensely,1
13435,married,2
13436,disabilityrights,1
13437,author,2
13438,leighgath,1
13439,spoken,1
13440,confront,1
13441,wrongly,1
13442,disabledparke,2
13443,thecrescent,1
13444,quinnsquill,5
13445,childcare,3
13446,crèche,1
13447,sparkireland,1
13448,winefest,1
13449,beerf,1
13450,foodtruckf,1
13451,stormydaniel,1
13452,itwascoldaf,1
13453,rotaryclub,1
13454,skinner,7
13455,buffaloskinnerz,7
13456,bigcountry,7
13457,electronic,1
13458,remix,1
13459,peoplesvotemarch,1
13460,sligorovers,1
13461,dojocon,1
13462,georgehook,1
13463,finnharp,1
13464,wentworthvote,1
13465,تعرف,1
13466,الكويت,1
13467,localpark,1
13468,headbutts,1
13469,frequent,2
13470,hammerhead,1
13471,keyforge,2
13472,fireataseapark,1
13473,craftfestival,1
13474,tconnellyrte,1
13475,moderator,1
13476,withdrawal,1
13477,connelly,1
13478,facilitator,2
13479,technical,1
13480,clarestreet,1
13481,feralcat,1
13482,monaterrace,1
13483,leliastreet,1
13484,stleliaplace,2
13485,tabby,1
13486,bluecollar,1
13487,tiger,1
13488,glovmun,2
13489,precise,1
13490,limvtipp,1
13491,saturdaygame,1
13492,scott,2
13493,lewd,1
13494,beezly,1
13495,theoffice,1
13496,irishhotelaward,3
13497,followus,5
13498,limerickhotel,6
13499,luxuryinlimerick,3
13500,luxuryhotel,2
13501,bunker,5
13502,galwayparkrun,1
13503,rgreatlimrun,8
13504,cybersecurityskillsinitiative,1
13505,ictskillnet,1
13506,lcyber,1
13507,securitysimplifie,1
13508,cosplay,1
13509,cosplaygirl,1
13510,southpark,1
13511,tweek,1
13512,coffeeart,1
13513,coffeeaddict,2
13514,colourfullife,1
13515,cosplayofinstagram,1
13516,stmumchinscc,1
13517,thanls,1
13518,hoff,1
13519,holistic,3
13520,holisticmassage,1
13521,claresrelaxationspa,1
13522,booknow,2
13523,crosbie,1
13524,ulpresident,1
13525,dismal,2
13526,smartertravel,5
13527,bibekdebroy,2
13528,livemint,2
13529,sheaffer,1
13530,desire,2
13531,calligraphy,2
13532,musing,1
13533,fountainpen,1
13534,gaelicfootball,6
13535,tarmac,2
13536,striker,1
13537,windowcracker,1
13538,matchingsinging,1
13539,dreadful,2
13540,vulnerable,3
13541,ageaction,1
13542,safeguardingire,1
13543,existent,1
13544,oldtree,1
13545,inspo,1
13546,tinaodwyer,1
13547,tomflavin,1
13548,thetourismspacelive,1
13549,tinatourism,1
13550,bettertogether,1
13551,dickhead,2
13552,colmbreen,1
13553,cllrmcsweeney,2
13554,unfined,1
13555,taikichi,1
13556,powerfully,1
13557,shoowhopshoowaddywaddywhopbamboom,1
13558,summernight,1
13559,establishment,3
13560,annstevetalk,1
13561,watching,2
13562,affirm,1
13563,madanlia,1
13564,newlymarrie,1
13565,intimatewedde,1
13566,garraun,1
13567,flyover,1
13568,clyduff,1
13569,tellys,1
13570,longtime,1
13571,blanchardstown,1
13572,sundayvibes,1
13573,mine,1
13574,nugget,1
13575,deisetalk,1
13576,walkwithinkm,2
13577,thirteen,1
13578,munsterrugbuy,1
13579,earthy,1
13580,cherish,1
13581,caraosullivan,1
13582,fascination,1
13583,biologist,1
13584,shelffungus,1
13585,enhancement,4
13586,jogging,1
13587,danish,1
13588,leap,1
13589,faith,2
13590,disgracefull,1
13591,vaccinate,1
13592,galwayhurling,1
13593,windows,3
13594,daphne,1
13595,yogurt,1
13596,vaseline,1
13597,ghastly,1
13598,lakeshore,5
13599,environmental,12
13600,snacks,1
13601,allireandhurlingfinal,1
13602,kevkil,1
13603,edict,1
13604,petermckenna,1
13605,mobilebikeservice,1
13606,bikeservicelimerick,1
13607,bikerepairlimerick,1
13608,bikerepair,1
13609,gigticket,1
13610,loughboorapark,1
13611,offalycoco,1
13612,bordnamona,1
13613,marvellous,1
13614,fallshotel,4
13615,parknasilla,1
13616,irishlandmark,1
13617,minimal,1
13618,fuss,2
13619,bauble,1
13620,tawdry,1
13621,tinsel,1
13622,dazzle,1
13623,retire,2
13624,lamereek,1
13625,todaywithclaire,1
13626,fiver,1
13627,ukraineunderattack,1
13628,reliable,2
13629,lgbtqi,1
13630,violence,4
13631,finns,1
13632,bordet,1
13633,cmiv,1
13634,kodu,1
13635,jake,1
13636,deux,2
13637,aéroport,1
13638,château,1
13639,forrestgumpfilm,1
13640,djiphantom,1
13641,limerickphotography,1
13642,barcode,1
13643,munvcas,1
13644,specialist,2
13645,foodshow,1
13646,tricky,1
13647,nervy,1
13648,flake,2
13649,dempsey,1
13650,kent,1
13651,btcc,2
13652,shamelessmarkete,1
13653,doningtonparkuk,1
13654,dollar,2
13655,saveparnellpocketpark,1
13656,envisage,1
13657,unbiodiversity,1
13658,healthylive,3
13659,emilie,1
13660,clinical,1
13661,charter,2
13662,physiotherapist,1
13663,sportsmedsymposium,1
13664,puzzled,1
13665,fanning,1
13666,lostandfound,1
13667,yearly,2
13668,weatherphoto,1
13669,summerofblask,1
13670,stylish,1
13671,éirí,1
13672,libh,1
13673,wihcc,1
13674,reinvigorate,1
13675,meaningful,2
13676,hotmaibill,2
13677,marionspekker,2
13678,rwyjunior,2
13679,woodywoodcaster,2
13680,brudenell,1
13681,spottheloon,1
13682,redideo,1
13683,wendy,2
13684,harmer,2
13685,pollytheanna,2
13686,parduesuzanne,1
13687,goodchildedward,1
13688,buddhaofhollywo,2
13689,jimbobbriggs,2
13690,evertachyon,2
13691,friends,3
13692,nellie,1
13693,glasgowwarrior,2
13694,gastropub,3
13695,lame,1
13696,archon,1
13697,redsox,4
13698,socialconnectedness,1
13699,limericklcdc,2
13700,moments,1
13701,memorize,1
13702,rightword,1
13703,englishschool,1
13704,halloweencostume,1
13705,pumpkin,1
13706,goofy,1
13707,asse,1
13708,spud,1
13709,milligan,1
13710,denver,1
13711,slope,1
13712,amwriting,3
13713,objection,6
13714,timeframe,1
13715,aldridge,2
13716,aislingannafc,2
13717,fitzgibbon,2
13718,nuig,1
13719,fitzgibboncup,1
13720,firstclassrival,1
13721,higheredgaa,1
13722,finghincollin,1
13723,classical,1
13724,kidsofthefuture,1
13725,economically,1
13726,viable,2
13727,massively,2
13728,frequency,1
13729,diverting,1
13730,postal,1
13731,kerryman,1
13732,darraghoconnell,1
13733,allianzhurlingleague,1
13734,doneraile,5
13735,corkireland,4
13736,advertisement,1
13737,eagerly,3
13738,bcstarstruck,1
13739,likeforlike,1
13740,followme,1
13741,catcher,1
13742,memoryofwatereu,2
13743,reptilia,1
13744,kleptilia,1
13745,rapture,1
13746,vile,2
13747,paedophilia,1
13748,crawl,2
13749,lockup,1
13750,muting,1
13751,cromwell,1
13752,military,2
13753,liable,2
13754,campingpark,1
13755,petfriendly,3
13756,deverecafe,1
13757,carton,1
13758,groin,1
13759,upmc,1
13760,whitfield,1
13761,convenor,1
13762,sportsmedicine,1
13763,wilmot,1
13764,lindsey,1
13765,burrell,1
13766,stoke,3
13767,lightupyourbike,1
13768,eaststand,1
13769,badgeranddodo,1
13770,dublincoach,2
13771,funnily,1
13772,known,1
13773,parkwhereyoulikesaturday,1
13774,milkthistle,1
13775,vmax,1
13776,phoenixmag,1
13777,coviduk,1
13778,bankersfightcorona,1
13779,coronavirusuk,1
13780,coronabond,1
13781,bankofamerica,1
13782,banksy,1
13783,fork,3
13784,differently,2
13785,recipient,1
13786,limerickinsta,1
13787,dismantle,1
13788,congregate,1
13789,clancystrand,1
13790,obvious,1
13791,alcohol,1
13792,adherence,1
13793,covididiot,1
13794,customary,1
13795,irishamerican,1
13796,bricklayer,1
13797,dallas,1
13798,labor,1
13799,madeinusa,1
13800,goldensky,1
13801,indierock,1
13802,repave,1
13803,transformational,1
13804,rotate,1
13805,mime,1
13806,undeveloped,2
13807,spawn,1
13808,tadpole,1
13809,makeabreakforit,20
13810,lovethisplace,1
13811,bould,1
13812,airwaves,1
13813,seanrocksarena,1
13814,ambrose,5
13815,regonise,1
13816,waterfordgaa,10
13817,conack,1
13818,buildingbettertogether,1
13819,heroutdoorsweek,2
13820,meilleur,1
13821,gagne,1
13822,purecork,7
13823,successfully,2
13824,spine,1
13825,tingling,1
13826,seachtain,1
13827,tewikiotereomaori,1
13828,seachtainagaeilge,1
13829,affinity,1
13830,infringement,1
13831,nonexistent,1
13832,bleeperactive,1
13833,clontarf,1
13834,ineffective,1
13835,cokezero,1
13836,parnellst,2
13837,dslimerick,1
13838,remembrancewalk,1
13839,nwci,1
13840,connection,6
13841,kemper,2
13842,sabrina,2
13843,shaunareport,2
13844,clairekeate,2
13845,sjcrescent,1
13846,command,1
13847,extravaganza,4
13848,fashfest,1
13849,filth,1
13850,farrightideologie,1
13851,misinformation,1
13852,guarantee,10
13853,neilcusackolympictrail,2
13854,parksandpoint,1
13855,boast,5
13856,trusty,2
13857,breezy,2
13858,parkchat,1
13859,slowrhymer,1
13860,grandcanyon,1
13861,diariliffey,2
13862,seated,2
13863,progressive,1
13864,westerner,1
13865,shamar,1
13866,kauto,1
13867,mogol,1
13868,mosman,1
13869,snapchat,2
13870,limerickfringe,1
13871,tues,1
13872,gorey,1
13873,rocío,1
13874,estado,1
13875,lujazo,1
13876,summercamp,1
13877,inglé,1
13878,felizsabado,1
13879,childrensbook,1
13880,christmaswindowdisplay,1
13881,kidsdept,1
13882,childrensdept,1
13883,christmasbook,1
13884,kidsbook,1
13885,thegrinch,1
13886,foclóiropedia,1
13887,thechristmasevetree,1
13888,starwar,1
13889,peterrabbit,1
13890,elfontheshelf,1
13891,legoninjago,1
13892,senans,1
13893,ghaeltacht,1
13894,mediaeval,1
13895,ballyhourhostel,7
13896,repose,1
13897,theatrical,2
13898,lizlyricfm,1
13899,littlesthoboado,1
13900,suck,1
13901,waterside,18
13902,footbridge,3
13903,frigging,1
13904,bshglr,1
13905,stalls,2
13906,jazzireland,1
13907,limerickjazz,1
13908,littlewoodsirl,1
13909,difficulty,2
13910,seafood,2
13911,crabcake,1
13912,lobsterroll,1
13913,fishtacos,1
13914,naturalbeauty,5
13915,gill,3
13916,moderntyre,1
13917,bedeck,1
13918,limerickgaaofficial,1
13919,shoutout,3
13920,nicole,1
13921,flexible,1
13922,suitable,4
13923,hotelandspa,1
13924,irelandvenue,1
13925,tesconew,2
13926,roches,3
13927,conoroliver,2
13928,fullycharge,2
13929,sauf,2
13930,adidas,2
13931,adidasrugby,4
13932,amyhuberman,1
13933,becauseimagirl,1
13934,thebloggerspost,1
13935,thebloggergal,1
13936,teaandpost,1
13937,lovingblog,1
13938,allthoseblog,1
13939,bloggingbeesrt,1
13940,bloggerbabesrt,1
13941,bloggerssparkle,1
13942,studentlife,2
13943,exec,2
13944,signedcopies,1
13945,autographedcopies,1
13946,generous,3
13947,pledge,3
13948,caledonian,1
13949,fcpriory,1
13950,eddiehickey,1
13951,lfcbluearmy,1
13952,donmoloney,4
13953,convince,3
13954,millie,2
13955,olderperson,1
13956,havingfun,1
13957,ingtogether,1
13958,wczorajszej,1
13959,ostrej,1
13960,wizcork,1
13961,standup,3
13962,kolecki,1
13963,jimmycliff,1
13964,marvingaye,1
13965,paulyoungparlez,1
13966,markrya,2
13967,closer,1
13968,pretend,2
13969,nonbus,1
13970,overgrowth,1
13971,visually,1
13972,lockebar,1
13973,additionally,1
13974,azurrestaurant,1
13975,creagh,1
13976,promptly,1
13977,remedied,1
13978,linkedin,1
13979,lenika,2
13980,cakedecorate,3
13981,tonya,2
13982,vastly,2
13983,improved,2
13984,document,9
13985,inconvenience,2
13986,kieransgaa,1
13987,lisaledger,1
13988,gelnail,1
13989,shinebrightlikeadiamond,1
13990,endocrinologist,1
13991,chronic,1
13992,mullins,3
13993,redemptorist,2
13994,childrens,1
13995,inadequate,2
13996,sludgey,1
13997,motor,4
13998,sundus,2
13999,politician,11
14000,remit,1
14001,whzt,1
14002,transpot,1
14003,lifelesson,1
14004,hund,1
14005,bobtail,1
14006,youtuber,1
14007,futureofwork,1
14008,atlanticedgeeuropeanembrace,1
14009,determined,2
14010,moyrossresforum,2
14011,happily,2
14012,citizenengagement,1
14013,aoulimerick,1
14014,hideaway,1
14015,mondaymotivaton,1
14016,homeschooling,3
14017,unused,3
14018,utterly,2
14019,hopscotch,28
14020,animation,1
14021,dpdrops,1
14022,cooperate,1
14023,maketrouble,1
14024,goodtrouble,1
14025,feels,1
14026,𝙃𝘼𝙋𝙋𝙔,1
14027,𝘽𝙄𝙍𝙏𝙃𝘿𝘼𝙔,1
14028,gogreyhoundracing,12
14029,luimnechabú,1
14030,lkvwat,1
14031,holdfirm,1
14032,beresponsible,1
14033,breakfastofchampion,1
14034,treatystone,3
14035,sliotar,9
14036,passionforhunte,1
14037,fastestgameintheworld,1
14038,mccarthycup,2
14039,colreevy,1
14040,breed,2
14041,wlrfm,1
14042,abbeycourtygaa,1
14043,síochána,2
14044,angardasíochána,1
14045,healthandfitness,1
14046,collector,7
14047,thenamelessone,1
14048,jconnollybooks,2
14049,fictionbook,1
14050,irishauthor,1
14051,indiebookshop,3
14052,crimefiction,2
14053,corpse,1
14054,shady,5
14055,tjreid,1
14056,patrickhorgan,1
14057,corkvkilkenny,2
14058,joyous,2
14059,obscure,1
14060,fromoneline,1
14061,serlinarose,1
14062,summervacation,1
14063,dominica,1
14064,micropoem,1
14065,corcaighabu,1
14066,womeninsport,2
14067,jacquihurley,2
14068,brendadonohue,1
14069,nolimbsnolimits,1
14070,enida,1
14071,friel,1
14072,amandad,1
14073,rebeccamoy,1
14074,kellykg,1
14075,paralympicsire,1
14076,chasing,1
14077,joanne,1
14078,loveirelandnow,1
14079,helenorahilly,1
14080,whiteriver,1
14081,coacheducation,1
14082,europeanweekofsport,1
14083,seanohartigan,6
14084,yally,1
14085,timeline,1
14086,nestle,2
14087,icorchestra,1
14088,logan,1
14089,parkinsonsire,1
14090,mood,3
14091,jingle,1
14092,parkinsonsireland,2
14093,weapon,1
14094,relaxtime,1
14095,croomn,1
14096,hampton,2
14097,goodnight,1
14098,ultimately,1
14099,toddle,1
14100,limerickedge,3
14101,limerickembrace,3
14102,siting,1
14103,contemplate,1
14104,rewrite,1
14105,screwing,1
14106,prince,4
14107,markle,1
14108,blighty,1
14109,wednesdaywisdom,1
14110,unrivalled,24
14111,freetips,28
14112,leopardstownchristmasfestival,4
14113,willowparkfc,1
14114,sportinlimerick,1
14115,pothole,5
14116,representation,2
14117,painter,1
14118,britain,2
14119,interrupt,1
14120,knittin,1
14121,sigh,2
14122,sittin,1
14123,lolobar,1
14124,ecoluscious,1
14125,excruciating,1
14126,bryan,2
14127,gigginstown,1
14128,cheltenham,4
14129,mega,1
14130,acca,1
14131,children,3
14132,josh,1
14133,jayda,1
14134,mobilise,7
14135,alternate,2
14136,lorraine,5
14137,cherry,5
14138,friendsmerlinwd,2
14139,galwaycityco,1
14140,rebuildingirl,2
14141,ponder,2
14142,irony,1
14143,nightly,3
14144,gaze,1
14145,swallow,5
14146,distruction,1
14147,baffle,1
14148,democratic,1
14149,misuse,1
14150,impede,1
14151,soar,4
14152,fold,4
14153,contemplative,1
14154,ruari,1
14155,dennison,1
14156,concentration,1
14157,limerickvscork,1
14158,alrightkid,1
14159,anabstractedvie,1
14160,sportsjoe,2
14161,paddymckenna,1
14162,offtheball,1
14163,oisinlangan,1
14164,lkunderagehurl,1
14165,thegaa,1
14166,stgabrielschildrensrespitehouse,1
14167,stgabrielscentr,1
14168,stgabriel,2
14169,darraghmryan,1
14170,limerickchildrensrespitefacility,1
14171,mungretparkplyground,1
14172,anticipation,1
14173,hallowed,1
14174,liamforlimerick,1
14175,placeme,2
14176,galwayabu,2
14177,ukjamschool,1
14178,abroad,3
14179,rteplayerint,1
14180,arcadiaireland,1
14181,lovejuniorparkrun,1
14182,claremorris,1
14183,criticism,1
